tech,class,year,capcost,fom,vom,heatrate,fuelprice
UPV,9,2016,2352.88576,18.82225359,0,0,0
UPV,9,2017,1458.9952,26.44724293,0,0,0
UPV,9,2018,1565.881911,18.76,0,0,0
UPV,9,2019,1375.377679,16.08,0,0,0
UPV,9,2020,1324.761493,15.85184692,0,0,0
UPV,9,2021,1274.145307,15.24618316,0,0,0
UPV,9,2022,1223.529121,14.64051939,0,0,0
UPV,9,2023,1172.912935,14.03485563,0,0,0
UPV,9,2024,1122.296749,13.42919187,0,0,0
UPV,9,2025,1071.680563,12.8235281,0,0,0
UPV,9,2026,1021.064377,12.21786434,0,0,0
UPV,9,2027,970.4481907,11.61220057,0,0,0
UPV,9,2028,919.8320047,11.00653681,0,0,0
UPV,9,2029,869.2158186,10.40087304,0,0,0
UPV,9,2030,818.5996326,9.795209279,0,0,0
UPV,9,2031,811.3279652,9.708197874,0,0,0
UPV,9,2032,804.0562977,9.621186468,0,0,0
UPV,9,2033,796.7846302,9.534175063,0,0,0
UPV,9,2034,789.5129628,9.447163657,0,0,0
UPV,9,2035,782.2412953,9.360152252,0,0,0
UPV,9,2036,774.9696278,9.273140846,0,0,0
UPV,9,2037,767.6979604,9.18612944,0,0,0
UPV,9,2038,760.4262929,9.099118035,0,0,0
UPV,9,2039,753.1546255,9.012106629,0,0,0
UPV,9,2040,745.882958,8.925095224,0,0,0
UPV,9,2041,738.6112905,8.838083818,0,0,0
UPV,9,2042,731.3396231,8.751072413,0,0,0
UPV,9,2043,724.0679556,8.664061007,0,0,0
UPV,9,2044,716.7962882,8.577049602,0,0,0
UPV,9,2045,709.5246207,8.490038196,0,0,0
UPV,9,2046,702.2529532,8.403026791,0,0,0
UPV,9,2047,694.9812858,8.316015385,0,0,0
UPV,9,2048,687.7096183,8.22900398,0,0,0
UPV,9,2049,680.4379508,8.141992574,0,0,0
UPV,9,2050,673.1662834,8.054981169,0,0,0
